Date,Open,High,Low,Close,Adj Close,Volume
2012-06-01,16.080000,17.629999,15.920000,17.170000,12.049401,825563500
2012-07-01,17.110001,17.230000,14.960000,15.950000,11.193240,818395100
2012-08-01,16.010000,19.389999,15.650000,19.080000,13.452465,1036944400
2012-09-01,18.990000,19.750000,18.350000,19.100000,13.466570,712398800
2012-10-01,19.230000,19.400000,17.010000,17.150000,12.091709,752917900
2012-11-01,17.170000,19.129999,16.680000,18.910000,13.431365,907821400
2012-12-01,19.020000,20.540001,18.950001,19.650000,14.060244,780170100
2013-01-01,20.120001,21.260000,20.010000,20.570000,14.718536,765378900
2013-02-01,20.730000,21.670000,20.440001,20.860001,14.926041,697094300
2013-03-01,20.709999,21.980000,20.549999,20.900000,14.954664,678943000
2013-04-01,21.040001,21.700001,19.980000,20.920000,14.968975,783097400
2013-05-01,20.830000,24.680000,20.290001,24.120001,17.398193,1109907700
2013-06-01,24.260000,24.980000,23.879999,24.340000,17.556883,736630100
2013-07-01,24.420000,26.150000,24.219999,25.590000,18.458532,680967500
2013-08-01,25.790001,26.490000,23.219999,23.309999,16.932190,851724100
2013-09-01,23.580000,24.799999,23.020000,23.430000,17.019358,649688500
2013-10-01,23.330000,23.480000,22.100000,22.559999,16.387394,876764600
2013-11-01,22.660000,24.000000,20.770000,21.250000,15.548638,1088335300
2013-12-01,21.290001,22.469999,20.219999,22.430000,16.412046,938261700
2014-01-01,22.170000,23.000000,21.600000,21.910000,16.031561,867246000
2014-02-01,21.930000,22.920000,21.400000,21.799999,16.072893,951920200
2014-03-01,21.570000,22.690001,21.270000,22.420000,16.530012,862634400
2014-04-01,22.330000,23.639999,22.299999,23.110001,17.038736,806774900
2014-05-01,23.139999,24.930000,22.430000,24.620001,18.307190,815995500
2014-06-01,24.639999,25.170000,24.400000,24.850000,18.478228,515651900
2014-07-01,24.990000,26.080000,24.770000,25.230000,18.760786,601668200
2014-08-01,25.139999,25.370001,24.270000,24.990000,18.724173,520011800
2014-09-01,24.940001,25.420000,24.459999,25.170000,18.859041,525147100
2014-10-01,25.200001,25.420000,22.490000,24.469999,18.474283,686616100
2014-11-01,24.450001,27.780001,24.450001,27.639999,20.867567,543770100
2014-12-01,27.500000,28.590000,26.150000,27.820000,21.003456,577440600
2015-01-01,27.860001,28.700001,26.320000,26.370001,19.908741,659832000
2015-02-01,26.389999,29.990000,25.920000,29.510000,22.432575,614928400
2015-03-01,29.360001,30.309999,26.620001,27.530001,20.927443,630441700
2015-04-01,27.309999,29.330000,26.840000,28.830000,22.083384,489815600
2015-05-01,28.809999,29.900000,28.690001,29.309999,22.451054,515367400
2015-06-01,29.600000,29.620001,27.330000,27.459999,21.033974,507210100
2015-07-01,27.420000,28.770000,26.840000,28.420000,21.769333,520262100
2015-08-01,28.410000,29.209999,23.030001,25.879999,19.976494,690472400
2015-09-01,25.219999,26.730000,24.920000,26.250000,20.262096,556873700
2015-10-01,26.049999,29.490000,25.340000,28.850000,22.269007,509869000
2015-11-01,28.870001,28.870001,25.820000,27.250000,21.203609,630676000
2015-12-01,27.200001,27.900000,25.959999,27.160000,21.133577,501981100
2016-01-01,26.389999,26.660000,22.469999,23.790001,18.511335,786284200
2016-02-01,23.459999,26.910000,22.459999,26.180000,20.529770,677901900
2016-03-01,26.450001,28.680000,26.240000,28.469999,22.325529,498221500
2016-04-01,28.299999,28.700001,26.950001,27.490000,21.557034,443380900
2016-05-01,27.480000,29.080000,25.809999,29.049999,22.988686,542483400
2016-06-01,28.840000,29.410000,27.129999,28.690001,22.703802,498272800
2016-07-01,28.780001,31.150000,28.170000,30.530001,24.159882,441933000
2016-08-01,30.700001,31.700001,30.059999,31.440001,25.106672,546905700
2016-09-01,31.420000,31.950001,30.600000,31.719999,25.330263,439303800
2016-10-01,31.309999,31.680000,29.860001,30.680000,24.499767,368562000
2016-11-01,30.850000,31.889999,29.549999,29.820000,24.009800,569547500
2016-12-01,29.840000,31.070000,29.120001,30.219999,24.331871,440511100
2017-01-01,30.370001,31.049999,29.799999,30.719999,24.734446,388921600
2017-02-01,30.850000,34.320000,30.420000,34.180000,27.756599,476211300
2017-03-01,34.279999,34.529999,33.650002,33.799999,27.448017,404059400
2017-04-01,33.700001,34.110001,32.419998,34.070000,27.667273,323261900
2017-05-01,34.110001,34.599998,30.370001,31.530001,25.827660,548285400
2017-06-01,31.520000,32.500000,31.090000,31.299999,25.639254,480792900
2017-07-01,31.090000,32.250000,30.670000,31.450001,25.762131,344250200
2017-08-01,31.590000,32.470001,30.360001,32.209999,26.631187,505600300
2017-09-01,32.220001,34.099998,31.459999,33.630001,27.805243,415433800
2017-10-01,33.610001,34.730000,33.169998,34.150002,28.235176,336242900
2017-11-01,34.290001,38.029999,33.669998,37.299999,31.106092,476356800
2017-12-01,37.090000,38.990002,36.730000,38.299999,31.940027,373030900
2018-01-01,38.669998,42.980000,38.430000,41.540001,34.642002,504812100
2018-02-01,41.090000,45.889999,37.349998,44.779999,37.622520,703752400
2018-03-01,44.680000,46.160000,41.580002,42.889999,36.034607,597830400
2018-04-01,42.520000,45.340000,40.189999,44.290001,37.210846,491494900
2018-05-01,43.910000,46.369999,42.520000,42.709999,36.171848,500681500
2018-06-01,42.910000,44.810001,41.810001,43.029999,36.442860,463650000
2018-07-01,42.560001,43.830002,40.939999,42.290001,35.816143,450479900
2018-08-01,41.990002,47.830002,41.200001,47.770000,40.772572,441384400
2018-09-01,47.840000,49.060001,46.439999,48.650002,41.523663,365543500
2018-10-01,49.000000,49.470001,42.939999,45.750000,39.048470,549746900
2018-11-01,45.669998,48.439999,44.080002,47.869999,41.134167,526861100
2018-12-01,48.320000,49.139999,40.250000,43.330002,37.232990,606735800
2019-01-01,42.279999,47.380001,40.959999,47.290001,40.635780,442759300
2019-02-01,47.369999,51.959999,46.299999,51.770000,44.829838,426421600
2019-03-01,52.000000,54.230000,50.509998,53.990002,46.752232,432755900
2019-04-01,54.480000,57.529999,54.389999,55.950001,48.449471,349640500
2019-05-01,56.000000,56.830002,51.060001,52.029999,45.340240,514801500
2019-06-01,52.049999,58.150002,51.490002,54.730000,47.693089,535912200
2019-07-01,55.259998,58.259998,54.230000,55.400002,48.276951,325862700
2019-08-01,55.840000,56.889999,46.000000,46.810001,41.048836,509693100
2019-09-01,46.630001,50.299999,46.200001,49.410000,43.328835,369072000
2019-10-01,49.650002,49.869999,45.549999,47.509998,41.662682,403870500
2019-11-01,46.849998,48.980000,44.439999,45.310001,40.034389,437190200
2019-12-01,45.250000,48.369999,43.400002,47.959999,42.375847,424411900
2020-01-01,48.060001,49.540001,45.840000,45.970001,40.617542,379259100
2020-02-01,46.400002,50.279999,38.349998,39.930000,35.540173,560728700
2020-03-01,40.150002,41.900002,32.400002,39.310001,34.988335,991833100
2020-04-01,38.169998,43.630001,37.470001,42.380001,37.720814,488969500
2020-05-01,41.720001,47.820000,40.490002,47.820000,42.966309,491568200
2020-06-01,47.150002,48.290001,43.639999,46.639999,41.906075,571339300
2020-07-01,46.540001,47.700001,45.200001,47.099998,42.319386,390133500
2020-08-01,47.139999,48.450001,41.450001,42.220001,38.233524,481274600
2020-09-01,42.000000,42.689999,37.599998,39.389999,35.670742,549433800
2020-10-01,39.099998,40.610001,35.279999,35.900002,32.510273,511026900
2020-11-01,36.189999,43.049999,35.669998,43.020000,39.317322,535169500
2020-12-01,43.009998,45.570000,43.009998,44.750000,40.898426,381540200
2021-01-01,44.310001,46.459999,43.349998,44.580002,40.743061,400887800
2021-02-01,44.919998,49.340000,44.660000,44.869999,41.340672,399483100
2021-03-01,45.220001,52.939999,44.150002,51.709999,47.642662,580029400
2021-04-01,51.750000,53.180000,50.410000,50.910000,46.905590,349593300
2021-05-01,51.209999,54.139999,50.099998,52.900002,49.088482,465864200
2021-06-01,52.959999,55.349998,51.880001,53.000000,49.181271,361448700
2021-07-01,53.049999,55.650002,52.340000,55.369999,51.380512,312258300
2021-08-01,55.599998,60.270000,54.590000,59.020000,55.149357,341880000
2021-09-01,59.020000,59.720001,54.410000,54.430000,50.860386,371816500
2021-10-01,54.599998,56.720001,52.980000,55.970001,52.299385,295647600
2021-11-01,55.869999,58.630001,51.080002,54.840000,51.589664,509919500
2021-12-01,55.529999,64.290001,54.930000,63.369999,59.614101,471636400
2022-01-01,62.900002,63.349998,53.450001,55.669998,52.370468,480940800
2022-02-01,55.450001,57.689999,52.700001,55.770000,52.773693,419601200
2022-03-01,55.529999,57.000000,53.680000,55.759998,52.764236,500035600
2022-04-01,56.169998,56.189999,48.869999,48.980000,46.348499,383849000
2022-05-01,49.340000,51.660000,41.020000,45.049999,42.921570,645254200
2022-06-01,45.549999,46.090000,42.189999,42.639999,40.625431,491026400
2022-07-01,42.520000,45.869999,40.820000,45.369999,43.226452,368402100
2022-08-01,45.060001,50.000000,44.540001,44.720001,42.990650,429950500
2022-09-01,44.570000,46.730000,39.959999,40.000000,38.453175,408782100
2022-10-01,40.669998,45.709999,38.599998,45.430000,43.673191,414712600
2022-11-01,45.580002,49.830002,43.389999,49.720001,48.241272,424022500
2022-12-01,49.880001,50.709999,46.689999,47.639999,46.223133,376149200
2023-01-01,47.860001,49.430000,45.669998,48.669998,47.222496,327369800
2023-02-01,48.389999,51.740002,46.430000,48.419998,47.355301,388264600
2023-03-01,48.439999,52.349998,48.020000,52.279999,51.130421,426796100
2023-04-01,52.060001,52.560001,45.970001,47.250000,46.211025,349961900
2023-05-01,47.200001,50.490002,45.560001,49.669998,48.942707,449028900
2023-06-01,49.759998,52.410000,49.139999,51.740002,50.982399,362613600
2023-07-01,51.360001,53.889999,50.060001,52.040001,51.278004,383570100
2023-08-01,52.570000,57.529999,52.240002,57.349998,56.938774,428216900
2023-09-01,57.389999,58.189999,52.529999,53.759998,53.374516,337590400
2023-10-01,53.840000,54.400002,52.580002,53.770000,53.384445,139425600
